id,quantity,date,avgPurchaseWeightKg,transactionTypeName,livestockPurchaseStatusId,livestockPurchaseStatusName,isDemoData,locationId,stockClassId,groupId,createdAt
33,50,2022-10-26T00:00:00.000Z,492,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:23.898Z
34,37,2022-10-25T00:00:00.000Z,451.89,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:23.899Z
35,16,2022-10-25T00:00:00.000Z,460,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:23.900Z
36,60,2022-10-26T00:00:00.000Z,441,ANZCO Grazing,4,Complete,false,27,2,52,2026-04-08T21:19:23.901Z
37,51,2022-10-26T00:00:00.000Z,444.31,ANZCO Grazing,4,Complete,false,29,2,53,2026-04-08T21:19:23.902Z
38,36,2022-10-26T00:00:00.000Z,448.33,ANZCO Grazing,4,Complete,false,29,2,53,2026-04-08T21:19:23.903Z
39,24,2022-10-26T00:00:00.000Z,435,ANZCO Grazing,4,Complete,false,29,2,53,2026-04-08T21:19:23.904Z
40,57,2022-10-27T00:00:00.000Z,452.28,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:23.905Z
41,58,2022-10-27T00:00:00.000Z,449.31,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:23.906Z
42,58,2022-10-27T00:00:00.000Z,454.48,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:23.906Z
43,51,2022-08-23T00:00:00.000Z,,Finance Stock,4,Complete,false,16,2,37,2026-04-08T21:19:23.908Z
44,33,2022-08-13T00:00:00.000Z,445.29,Finance Stock,4,Complete,false,15,2,36,2026-04-08T21:19:23.909Z
45,51,2022-08-03T00:00:00.000Z,416.47,Finance Stock,4,Complete,false,14,2,35,2026-04-08T21:19:23.910Z
46,438,2022-02-16T00:00:00.000Z,,Finance Stock,4,Complete,false,30,1,54,2026-04-08T21:19:23.911Z
47,14,2022-05-10T00:00:00.000Z,,Finance Stock,4,Complete,false,10,2,29,2026-04-08T21:19:23.912Z
48,60,2022-05-13T00:00:00.000Z,486.25,Finance Stock,4,Complete,false,10,5,30,2026-04-08T21:19:23.913Z
49,80,2022-05-10T00:00:00.000Z,,Finance Stock,4,Complete,false,10,5,30,2026-04-08T21:19:23.914Z
50,21,2022-05-17T00:00:00.000Z,,Finance Stock,4,Complete,false,10,5,30,2026-04-08T21:19:23.915Z
51,60,2022-04-26T00:00:00.000Z,,Finance Stock,4,Complete,false,18,5,41,2026-04-08T21:19:23.916Z
52,17,2022-06-15T00:00:00.000Z,,Finance Stock,4,Complete,false,18,5,41,2026-04-08T21:19:23.917Z
53,24,2022-06-29T00:00:00.000Z,,Finance Stock,4,Complete,false,18,5,41,2026-04-08T21:19:23.917Z
54,20,2022-07-13T00:00:00.000Z,,Finance Stock,4,Complete,false,18,5,41,2026-04-08T21:19:23.918Z
55,59,2022-02-04T00:00:00.000Z,,Finance Stock,4,Complete,false,5,2,21,2026-04-08T21:19:23.919Z
56,25,2022-07-12T00:00:00.000Z,,Finance Stock,4,Complete,false,5,2,21,2026-04-08T21:19:23.920Z
57,358,2022-06-06T00:00:00.000Z,,Finance Stock,4,Complete,false,5,2,21,2026-04-08T21:19:23.921Z
58,109,2022-04-20T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.922Z
59,60,2022-04-21T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.922Z
60,54,2022-04-20T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.923Z
61,74,2022-04-18T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.924Z
62,53,2022-04-19T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.925Z
63,25,2022-05-05T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.926Z
64,8,2022-05-05T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.927Z
65,60,2022-05-05T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.927Z
66,32,2022-05-19T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.928Z
67,55,2022-05-31T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.929Z
68,81,2022-07-29T00:00:00.000Z,,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:23.930Z
69,83,2022-06-20T00:00:00.000Z,,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:23.931Z
70,158,2022-06-20T00:00:00.000Z,,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:23.932Z
71,32,2022-07-19T00:00:00.000Z,,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:23.932Z
72,92,2022-09-09T00:00:00.000Z,,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:23.933Z
73,4,2021-12-17T00:00:00.000Z,,Finance Stock,4,Complete,false,13,2,34,2026-04-08T21:19:23.935Z
74,17,2022-07-10T00:00:00.000Z,,Finance Stock,4,Complete,false,13,2,34,2026-04-08T21:19:23.936Z
75,19,2022-07-20T00:00:00.000Z,,Finance Stock,4,Complete,false,13,2,34,2026-04-08T21:19:23.936Z
76,1173,2022-04-01T00:00:00.000Z,,Finance Stock,4,Complete,false,24,1,50,2026-04-08T21:19:23.938Z
77,2,2022-03-17T00:00:00.000Z,,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:23.939Z
78,28,2022-03-21T00:00:00.000Z,,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:23.940Z
79,37,2022-03-03T00:00:00.000Z,,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:23.942Z
80,60,2022-04-14T00:00:00.000Z,,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:23.944Z
81,105,2022-04-28T00:00:00.000Z,,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:23.945Z
82,163,2022-10-28T00:00:00.000Z,393.37,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:23.946Z
83,427,2022-03-10T00:00:00.000Z,,Finance Stock,4,Complete,false,5,1,20,2026-04-08T21:19:23.947Z
84,593,2022-03-17T00:00:00.000Z,,Finance Stock,4,Complete,false,5,1,20,2026-04-08T21:19:23.948Z
85,895,2022-03-02T00:00:00.000Z,,Finance Stock,4,Complete,false,5,1,20,2026-04-08T21:19:23.949Z
86,150,2022-07-26T00:00:00.000Z,,Finance Stock,4,Complete,false,5,3,22,2026-04-08T21:19:23.950Z
87,122,2022-08-01T00:00:00.000Z,,Finance Stock,4,Complete,false,5,3,22,2026-04-08T21:19:23.953Z
89,50,2022-10-27T00:00:00.000Z,422.4,ANZCO Grazing,4,Complete,false,32,2,57,2026-04-08T21:19:23.955Z
90,68,2022-10-28T00:00:00.000Z,305,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:23.956Z
91,43,2022-10-20T00:00:00.000Z,470,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:23.958Z
92,31,2022-01-27T00:00:00.000Z,,Finance Stock,4,Complete,false,18,2,40,2026-04-08T21:19:23.960Z
93,6,2022-01-24T00:00:00.000Z,,Finance Stock,4,Complete,false,18,2,40,2026-04-08T21:19:23.962Z
94,50,2022-10-31T00:00:00.000Z,494.4,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.966Z
95,28,2022-10-31T00:00:00.000Z,334.04,Finance Stock,4,Complete,false,22,2,47,2026-04-08T21:19:23.969Z
96,50,2022-11-01T00:00:00.000Z,495.6,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.970Z
97,18,2022-11-03T00:00:00.000Z,492,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.972Z
98,50,2022-11-02T00:00:00.000Z,500.4,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.974Z
99,50,2022-11-02T00:00:00.000Z,436.83,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.976Z
100,10,2022-11-02T00:00:00.000Z,436.83,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:23.978Z
102,7,2022-11-03T00:00:00.000Z,302.86,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.980Z
103,29,2022-11-03T00:00:00.000Z,449.66,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.981Z
104,61,2022-10-26T00:00:00.000Z,341.41,ANZCO Grazing,4,Complete,false,34,2,59,2026-04-08T21:19:23.983Z
105,2,2022-11-02T00:00:00.000Z,492,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:23.984Z
108,50,2022-11-07T00:00:00.000Z,449.8,ANZCO Grazing,4,Complete,false,39,2,62,2026-04-08T21:19:23.986Z
109,50,2022-11-07T00:00:00.000Z,464,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.988Z
110,53,2022-11-08T00:00:00.000Z,384.15,ANZCO Grazing,4,Complete,false,39,2,62,2026-04-08T21:19:23.989Z
111,41,2022-11-08T00:00:00.000Z,439.02,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:23.991Z
112,51,2022-11-09T00:00:00.000Z,456.27,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:23.993Z
113,66,2022-11-14T00:00:00.000Z,397.27,ANZCO Grazing,4,Complete,false,40,2,65,2026-04-08T21:19:23.995Z
114,52,2022-11-10T00:00:00.000Z,461.92,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:23.996Z
115,36,2022-11-10T00:00:00.000Z,459.44,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:23.998Z
116,12,2022-11-10T00:00:00.000Z,453.33,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.000Z
117,100,2022-11-10T00:00:00.000Z,494.8,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.002Z
118,24,2022-11-10T00:00:00.000Z,421.67,ANZCO Grazing,4,Complete,false,32,2,57,2026-04-08T21:19:24.003Z
119,20,2022-11-10T00:00:00.000Z,470,ANZCO Grazing,4,Complete,false,32,2,57,2026-04-08T21:19:24.006Z
120,45,2022-11-13T00:00:00.000Z,447.56,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.009Z
121,55,2022-11-14T00:00:00.000Z,475.27,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.011Z
122,48,2022-11-14T00:00:00.000Z,456.25,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.015Z
123,23,2022-11-14T00:00:00.000Z,503.48,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.017Z
124,68,2022-11-14T00:00:00.000Z,460.29,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.030Z
125,51,2022-11-15T00:00:00.000Z,487.06,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.035Z
126,50,2022-11-17T00:00:00.000Z,466.8,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.039Z
127,50,2022-11-17T00:00:00.000Z,464.4,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.040Z
128,36,2022-11-17T00:00:00.000Z,466.67,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.041Z
129,17,2022-11-17T00:00:00.000Z,438.82,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.042Z
130,74,2022-11-18T00:00:00.000Z,381.62,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.043Z
131,64,2022-11-17T00:00:00.000Z,372.5,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.044Z
132,47,2022-10-26T00:00:00.000Z,391.19,Finance Stock,4,Complete,false,8,5,25,2026-04-08T21:19:24.045Z
133,40,2022-11-18T00:00:00.000Z,340,Grazing Stock,4,Complete,false,41,2,67,2026-04-08T21:19:24.046Z
134,28,2022-11-18T00:00:00.000Z,421.07,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.048Z
135,46,2022-11-18T00:00:00.000Z,440.43,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.049Z
138,700,2022-11-18T00:00:00.000Z,30,Finance Stock,4,Complete,false,5,1,20,2026-04-08T21:19:24.050Z
140,38,2022-11-21T00:00:00.000Z,446.84,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.051Z
141,50,2022-11-21T00:00:00.000Z,455.2,ANZCO Grazing,4,Complete,false,42,2,68,2026-04-08T21:19:24.053Z
142,50,2022-11-21T00:00:00.000Z,484.8,ANZCO Grazing,4,Complete,false,42,2,68,2026-04-08T21:19:24.055Z
144,50,2022-11-22T00:00:00.000Z,415.2,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.063Z
145,37,2022-11-22T00:00:00.000Z,450.27,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.064Z
146,19,2022-11-22T00:00:00.000Z,443.16,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.065Z
147,45,2022-11-22T00:00:00.000Z,401.78,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:24.066Z
148,45,2022-11-22T00:00:00.000Z,392.89,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:24.067Z
149,68,2022-11-23T00:00:00.000Z,399.85,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.068Z
150,47,2022-11-23T00:00:00.000Z,452,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.069Z
151,3,2022-11-24T00:00:00.000Z,452,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.070Z
152,55,2022-11-23T00:00:00.000Z,440,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.071Z
153,50,2022-11-23T00:00:00.000Z,486.8,ANZCO Grazing,4,Complete,false,42,2,68,2026-04-08T21:19:24.072Z
154,37,2022-11-23T00:00:00.000Z,424.86,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.072Z
155,60,2022-11-23T00:00:00.000Z,442,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.073Z
156,81,2022-11-23T00:00:00.000Z,328,ANZCO Grazing,4,Complete,false,34,2,59,2026-04-08T21:19:24.074Z
157,37,2022-11-23T00:00:00.000Z,409.72,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.075Z
158,64,2022-11-23T00:00:00.000Z,465.93,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.077Z
159,58,2022-11-23T00:00:00.000Z,439.31,ANZCO Grazing,4,Complete,false,39,2,62,2026-04-08T21:19:24.078Z
160,29,2022-11-23T00:00:00.000Z,473.79,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.079Z
161,30,2022-11-23T00:00:00.000Z,423.66,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.080Z
162,48,2022-11-24T00:00:00.000Z,426.25,ANZCO Grazing,4,Complete,false,42,2,68,2026-04-08T21:19:24.081Z
163,51,2022-11-24T00:00:00.000Z,403.53,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.081Z
164,99,2022-11-24T00:00:00.000Z,433.53,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.082Z
166,34,2022-11-18T00:00:00.000Z,477.06,Finance Stock,4,Complete,false,17,2,38,2026-04-08T21:19:24.084Z
167,86,2022-11-25T00:00:00.000Z,456,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.085Z
168,4,2022-11-25T00:00:00.000Z,456,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.086Z
169,53,2022-11-25T00:00:00.000Z,443.77,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.087Z
170,34,2022-11-25T00:00:00.000Z,440.59,ANZCO Grazing,4,Complete,false,34,2,59,2026-04-08T21:19:24.088Z
171,18,2022-11-25T00:00:00.000Z,426.67,ANZCO Grazing,4,Complete,false,34,2,59,2026-04-08T21:19:24.089Z
172,1050,2022-10-21T00:00:00.000Z,33.33,Finance Stock,4,Complete,false,44,1,72,2026-04-08T21:19:24.090Z
173,49,2022-11-15T00:00:00.000Z,456.31,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.091Z
174,14,2022-11-30T00:00:00.000Z,522.86,Grazing Stock,4,Complete,false,41,2,67,2026-04-08T21:19:24.091Z
175,25,2022-11-30T00:00:00.000Z,548,Grazing Stock,4,Complete,false,41,2,67,2026-04-08T21:19:24.092Z
177,39,2022-11-29T00:00:00.000Z,452.31,ANZCO Grazing,4,Complete,false,43,2,71,2026-04-08T21:19:24.093Z
178,56,2022-11-30T00:00:00.000Z,467.86,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.094Z
179,61,2022-12-01T00:00:00.000Z,443.28,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.095Z
180,111,2022-12-01T00:00:00.000Z,434.95,ANZCO Grazing,4,Complete,false,43,2,71,2026-04-08T21:19:24.096Z
181,44,2022-12-02T00:00:00.000Z,592.73,Short Term Trading,4,Complete,false,2,2,6,2026-04-08T21:19:24.097Z
182,14,2022-12-02T00:00:00.000Z,450,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.098Z
183,24,2022-12-02T00:00:00.000Z,457.5,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.099Z
184,79,2022-12-02T00:00:00.000Z,459.49,ANZCO Grazing,4,Complete,false,43,2,71,2026-04-08T21:19:24.100Z
185,51,2022-12-05T00:00:00.000Z,566,Grazing Stock,4,Complete,false,45,2,73,2026-04-08T21:19:24.101Z
186,53,2022-12-05T00:00:00.000Z,552,Grazing Stock,4,Complete,false,45,2,73,2026-04-08T21:19:24.102Z
187,644,2022-12-04T00:00:00.000Z,30.12,Farm Owned,4,Complete,false,3,1,10,2026-04-08T21:19:24.102Z
188,85,2022-12-06T00:00:00.000Z,562.12,Grazing Stock,4,Complete,false,46,2,75,2026-04-08T21:19:24.103Z
189,27,2022-12-02T00:00:00.000Z,496.3,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.104Z
190,35,2022-12-02T00:00:00.000Z,446.86,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.105Z
191,60,2022-12-02T00:00:00.000Z,444.17,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.106Z
192,48,2022-12-06T00:00:00.000Z,429.17,ANZCO Grazing,4,Complete,false,47,2,78,2026-04-08T21:19:24.108Z
193,51,2022-12-01T00:00:00.000Z,307.69,Finance Stock,4,Complete,false,18,5,41,2026-04-08T21:19:24.109Z
194,343,2022-12-06T00:00:00.000Z,28.51,Farm Owned,4,Complete,false,3,1,10,2026-04-08T21:19:24.110Z
195,4,2022-11-16T00:00:00.000Z,450,Farm Owned,4,Complete,false,3,5,12,2026-04-08T21:19:24.111Z
196,40,2022-12-07T00:00:00.000Z,455.2,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.112Z
197,10,2022-12-07T00:00:00.000Z,455.2,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.113Z
198,31,2022-12-07T00:00:00.000Z,474.19,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.114Z
199,54,2022-12-07T00:00:00.000Z,504.81,ANZCO Grazing,4,Complete,false,47,2,78,2026-04-08T21:19:24.115Z
200,22,2022-12-07T00:00:00.000Z,486.36,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.116Z
201,25,2022-12-07T00:00:00.000Z,511.2,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.117Z
203,52,2022-12-07T00:00:00.000Z,479.26,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.117Z
204,2,2022-12-07T00:00:00.000Z,479.26,ANZCO Grazing,4,Complete,false,37,2,60,2026-04-08T21:19:24.118Z
205,104,2022-12-07T00:00:00.000Z,441.92,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.119Z
206,50,2022-12-07T00:00:00.000Z,493.2,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.120Z
207,50,2022-12-08T00:00:00.000Z,484.8,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.122Z
208,100,2022-12-07T00:00:00.000Z,466.6,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.123Z
209,50,2022-12-08T00:00:00.000Z,465,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.124Z
210,387,2022-12-08T00:00:00.000Z,29.66,Farm Owned,4,Complete,false,3,1,10,2026-04-08T21:19:24.125Z
211,1280,2022-12-06T00:00:00.000Z,25.34,Farm Owned,4,Complete,false,3,1,10,2026-04-08T21:19:24.126Z
212,56,2022-12-07T00:00:00.000Z,456.79,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.127Z
213,45,2022-12-08T00:00:00.000Z,443.33,Finance Stock,4,Complete,false,7,2,23,2026-04-08T21:19:24.128Z
214,40,2022-12-08T00:00:00.000Z,432.5,ANZCO Grazing,4,Complete,false,47,2,78,2026-04-08T21:19:24.129Z
215,50,2022-12-08T00:00:00.000Z,455.6,ANZCO Grazing,4,Complete,false,47,2,78,2026-04-08T21:19:24.131Z
216,20,2022-12-08T00:00:00.000Z,600,Short Term Trading,4,Complete,false,2,2,6,2026-04-08T21:19:24.132Z
217,45,2022-11-21T00:00:00.000Z,456.67,ANZCO Grazing,4,Complete,false,33,2,58,2026-04-08T21:19:24.133Z
218,55,2022-11-24T00:00:00.000Z,480.73,ANZCO Grazing,4,Complete,false,42,2,68,2026-04-08T21:19:24.134Z
219,50,2022-12-09T00:00:00.000Z,474,ANZCO Grazing,4,Complete,false,48,2,79,2026-04-08T21:19:24.136Z
220,93,2022-12-09T00:00:00.000Z,453.87,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.137Z
223,820,2022-12-11T00:00:00.000Z,29.9,Grazing Stock,4,Complete,false,20,1,45,2026-04-08T21:19:24.138Z
224,702,2022-12-11T00:00:00.000Z,30.1,Grazing Stock,4,Complete,false,50,1,80,2026-04-08T21:19:24.140Z
225,950,2022-12-12T00:00:00.000Z,30.19,Grazing Stock,4,Complete,false,20,1,45,2026-04-08T21:19:24.141Z
226,593,2022-12-12T00:00:00.000Z,29.65,Finance Stock,4,Complete,false,4,1,16,2026-04-08T21:19:24.142Z
227,63,2022-12-12T00:00:00.000Z,440.63,ANZCO Grazing,4,Complete,false,2,2,6,2026-04-08T21:19:24.143Z
228,960,2022-12-12T00:00:00.000Z,28.44,Grazing Stock,4,Complete,false,50,1,80,2026-04-08T21:19:24.145Z
229,585,2022-12-12T00:00:00.000Z,28.85,Grazing Stock,4,Complete,false,50,1,80,2026-04-08T21:19:24.146Z
230,11,2022-12-12T00:00:00.000Z,,Farm Owned,4,Complete,false,3,5,12,2026-04-08T21:19:24.147Z
231,878,2022-12-14T00:00:00.000Z,29,Grazing Stock,4,Complete,false,51,1,82,2026-04-08T21:19:24.148Z
232,279,2022-12-13T00:00:00.000Z,29.68,Grazing Stock,4,Complete,false,52,1,83,2026-04-08T21:19:24.150Z
233,25,2022-12-14T00:00:00.000Z,463.2,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.151Z
234,24,2022-12-14T00:00:00.000Z,460,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.152Z
235,57,2022-12-14T00:00:00.000Z,444,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.154Z
236,55,2022-12-14T00:00:00.000Z,471.2,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.155Z
237,30,2022-12-14T00:00:00.000Z,461.33,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.156Z
238,66,2022-12-14T00:00:00.000Z,457.73,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.158Z
242,32,2022-12-14T00:00:00.000Z,470.94,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.159Z
243,31,2022-12-14T00:00:00.000Z,460.65,ANZCO Grazing,4,Complete,false,1,2,2,2026-04-08T21:19:24.160Z
244,47,2022-12-15T00:00:00.000Z,434,ANZCO Grazing,4,Complete,false,3,2,11,2026-04-08T21:19:24.160Z
245,40,2022-12-15T00:00:00.000Z,436,ANZCO Grazing,4,Complete,false,7,2,23,2026-04-08T21:19:24.161Z
